Tweet ID: 1 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'l’actu', '–', 'médecins', 'travail', 'vent', 'debout', 'contre', 'projet', 'loi', 'el', 'khomri']
Tweet ID: 490 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'sécu', 'rembourse', '100', '%', 'si', 'changes', 'sexe', 'pas', 'si', 'changes', 'lunettes']
Tweet ID: 491 | Score: -0.40 | Label: négatif | Mots Sentiment: 1 | Tokens: ['sens', 'peu', 'haine', 'non', 'peu', 'comme', 'quand', 'maggie', 'va', 'mourir', 'ptdrrrrrr']
Tweet ID: 492 | Score: -0.40 | Label: négatif | Mots Sentiment: 1 | Tokens: ['problème', 'dos', 'aggravé', 'commençais', 'avoir', 'jambes', 'paralysées', 'aussi', 'dû', 'faire', 'opérer', 'urgence', '&', 'gt']
Tweet ID: 493 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'mdrrrrr', 'chiale', 'rire', 'attendais', 'tellement', 'pas', 'fin']
Tweet ID: 494 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ubs', 'france', 'mise', 'examen', 'subornation', 'témoin']
Tweet ID: 495 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['midi', 'tout', 'calme', 'frère', 'dors', 'dessus', 'couchette', 'sinon', 'va', 'craquer', 'partout', 'couz']
Tweet ID: 496 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oubliez', 'pas', 'passer', 'voir', 'chaîne', 'youtube', 'sc4dron']
Tweet ID: 497 | Score: 0.70 | Label: positif | Mots Sentiment: 1 | Tokens: ['adore', 'être', 'gens', 'font', 'oubliée', 'regarder', 'téléphone']
Tweet ID: 498 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'remporter', 'ballon', 'officiel', 'euro', '2016', 'dédicacé', 'zidane', 'RT', '&', 'amp', 'follow']
Tweet ID: 499 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'maintenant', 'arrête', 'faire', 'efforts', 'personnes', 'valent', 'pas', 'peine']
Tweet ID: 500 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'plus', '37', 'jours', 'avant', 'printemps']
Tweet ID: 501 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'nabilla', 'a', 'tweeté', 'propos', 'parler', 'bien', 'bouches', 'sales', 'pas', 'sûr', 'fasse', 'promo', 'livre', 'dan…']
Tweet ID: 502 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'lions', 'pas', 'besoin', 'rugir', 'montrer', 'rois']
Tweet ID: 503 | Score: 1.25 | Label: positif | Mots Sentiment: 4 | Tokens: ['RT', 'qd', 'dis', 'mdr', 'qd', 'drôle', 'tout', 'intensité', 'r', 'moins', 'a', 'r', 'moins', 'drôle', 'voilà']
Tweet ID: 504 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['faut', 'arrête', 'manger', 'comme', 'ça', 'vais', 'être', 'grosse', 'après']
Tweet ID: 505 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'a', 'choix', 'voit', 'moche', 'essaie', 'être', 'meilleure', 'version']
Tweet ID: 507 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'debbie', 'maman', 'perrie', 'souvient', 'jkdkdkd', '€', '&', 'amp', '&', 'amp']
Tweet ID: 508 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['deschamps', 'champion', 'série', 'b', 'pas', 'série', 'a']
Tweet ID: 509 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'darwin', 'quelles', 'grandes', 'idées', 'théorie']
Tweet ID: 510 | Score: 0.75 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'fin', 'enregistrement', 'très', 'sympa', 'brillant', 'dimanche', '12h50', 'https', '…']
Tweet ID: 511 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'parfois', 'ceux', 'aimes', 'plus', 'font', 'plus', 'mal']
Tweet ID: 512 | Score: 0.70 | Label: positif | Mots Sentiment: 1 | Tokens: ['pleut', 'ouf']
Tweet ID: 513 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '54e', 'numéro', 'let’s', 'play', 'sims', '4']
Tweet ID: 514 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['start-up', 'cannabis', 'lèvent', '200', 'millions', 'dollars', 'paradis', 'fiscaux']
Tweet ID: 515 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['magie', 'peinture']
Tweet ID: 516 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', 'profite', 'business', 'juteux', 'trafic', 'migrants', 'réfugiés']
Tweet ID: 517 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'inside', '2015', 'année', 'référence', 'credit', 'mutuel', 'arkea', '…']
Tweet ID: 518 | Score: 0.80 | Label: positif | Mots Sentiment: 1 | Tokens: ['affaire', 'co2', 'incroyable', 'réseau', 'homme', 'défie', 'juges', 'via']
Tweet ID: 519 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'capable', 'mettre', 'couteau', 'dos', 'demander', 'pourquoi', 'saignes']
Tweet ID: 520 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['quelle', 'manque', 'respect']
Tweet ID: 521 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'sœur', '14ans', 'toutes', 'copines', 'déjà', 'fait', 'amour', 'ouais', 'bah', 'change', 'copine', 'si', 'vx', 'pas', 'frappe']
Tweet ID: 523 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['hommes', 'ombre', '-', 'lunatic']
Tweet ID: 524 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['si', 'cetait', 'grosse', 'boite', 'elles', 'flemme', 'porter']
Tweet ID: 526 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'viol', 'pas', 'justifiable']
Tweet ID: 527 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['peu', 'tout']
Tweet ID: 528 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'convention', 'organisée', 'paris', 'aucune', 'date', 'prévue', 'moment', 'cause', 'emplois', 'temps', 'des…']
Tweet ID: 529 | Score: -0.50 | Label: négatif | Mots Sentiment: 1 | Tokens: ['ah', 'nana', 'gens', 'pas', 'tous', 'aussi', 'cool', 'pensé']
Tweet ID: 530 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'bruno', 'maire', 'moissonneur', 'salon', 'l’agriculture', 'via', 'lemondefr']
Tweet ID: 531 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vie', 'gogo', 'gagner', 'billeyyyy']
Tweet ID: 532 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'dites', 'peut', 'savoir', 'justifie', 'cet', 'écart', 'salaire', 'entre', 'homme', 'femme', 'merci', 'bisous']
Tweet ID: 533 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'aimerai', 'bien', 'maquilleuse', 'pro', 'jour', 'maquille', 'conturing', 'tout', 'juste', 'voir', 'gueule', 'autant', 'd…']
Tweet ID: 534 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'q', 'captain', 'art']
Tweet ID: 535 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'archives', 'bob', 'dylan', 'acquises', 'université', 'tulsa']
Tweet ID: 536 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sinon', 'pas', 'dit', 'continuer', 'a', 'avancer', 'dessin', 'akatsuki', 'espère', 'avoir', 'temps', 'finir', 'weekend']
Tweet ID: 537 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'hollande', 'valls', 'face', 'rumeurs', 'divorce']
Tweet ID: 538 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '&', 'amp', 'avoir', 'chance', 'gagner', '87', 'console', 'choix']
Tweet ID: 539 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'version', 'originale', 'work', 'partynextdoor', 'envoyé', 'rihanna']
Tweet ID: 540 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'faites-vous', 'vie']
Tweet ID: 541 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'besoin', 'sommeil']
Tweet ID: 543 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ne', 'parle', 'pas', 'odeur', 'papier']
Tweet ID: 544 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['marre', 'perdre', 'toute', 'affaires']
Tweet ID: 545 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'osé', 'normalement', 'milieu', '3', '2', 'attaquants', 'sans', 'oublier', 'retour']
Tweet ID: 546 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tombée', 'amoureuse', 'matt', 'bomet', 'ahs', 'hôtel']
Tweet ID: 547 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['maintenant', 'pu', 'essayer', 'quelle', 'préférée', 'expansion', 'pack']
Tweet ID: 548 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['envie', 'pleuuuuurer']
Tweet ID: 549 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'contre', 'gaz', 'schiste', 'insoumis', 'mobilisés', 'talk', 'pr', 'parler', 'https', '…']
Tweet ID: 550 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'fait', 'peu', 'connu', 'très', 'maladroit', 'gaffeur', 'amour', 'peut', 'avoir', 'fous', 'rires', 'lors', 'mo…']
Tweet ID: 551 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jurez', 'ça', 'pas', 'signe', 'fin', 'monde']
Tweet ID: 552 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'envie', 'bloquer', 'numéro']
Tweet ID: 553 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'hier', 'soir', 'couché', 'meuf', 'twitter', 'pseudo', 'sarah115', 'matin', 'changée', 'pseudo', 'po…']
Tweet ID: 555 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pouce', '1', 'doigt', 'pied']
Tweet ID: 556 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vs', 'lire', 'article', 'compilation', 'témoignages', 'gens', 'vivants', 'sous', 'jourg', 'pensée', 'unique']
Tweet ID: 557 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vrai', 'ptit', '20', 'semaine', 'dernière']
Tweet ID: 558 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['trop', 'hâte', 'voir', 'nouvelle', 'saison']
Tweet ID: 559 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['relativise', 'final', 'si', 'arrêter', 'longtemps', 'force', 'faire', 'muscul', 'haut', 'corps', 'strong', 'peut', 'être']
Tweet ID: 560 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'peur', 'faire', 'remplacer', 'permanence', 'parce', 'sais', 'a', 'mieux']
Tweet ID: 561 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '36', 'partynextdoor', 'roy', 'woods', 'amir', 'obé', 'tous', 'ça', 'tellement', 'sous', 'côtés', 'alors', 'tellement', 'talent']
Tweet ID: 562 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'commandant', 'l’otan', '“isis', 'répand', 'comme', 'cancer', 'parmi', 'réfugiés”']
Tweet ID: 563 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['espère', 'copines', 'pas', 'obligé', 'sauter', 'tout', 'amis', 'elles', 'vérifier', 'solidité', 'amitié']
Tweet ID: 564 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['the', 'past', 'focus', '@', 'quartz', 'scène', 'nationale', 'brest']
Tweet ID: 565 | Score: 0.60 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'tuerie', 'album', 'putain', 'attendais', 'truc', 'dingue', 'delà', 'espérances', '…']
Tweet ID: 566 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'foutage', 'gueule', 'encore']
Tweet ID: 567 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'info', 'cdf', 'saint-etienne', '-', 'paris', 'saint-germain', '1', '4', 'finale', 'stade', 'geoffroy', 'guichard', 'partir', '21h05*', '…']
Tweet ID: 568 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'viens', 'passer', 'n165', 'où', 'a', 'manif', 'anti-transfert', 'aéroport', 'dégradations', 'consternantes', 'https…']
Tweet ID: 569 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'découvrez', '7', 'projets', 'nominés', 'national']
Tweet ID: 570 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'partir', 'lundi', 'ca', 'va', 'changer', 'toute', 'façon']
Tweet ID: 571 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['claque', 'joachim']
Tweet ID: 572 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pas', 'possible', 'mages', 'sorte', 'liens', 'psychique', 'si', 'problèmes', 'autres', 'savent']
Tweet ID: 573 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '14', 'ans', '12', 'ans', 'plié', 'pays', 'dépensant', 'sans', 'compter', 'pas', 's…']
Tweet ID: 574 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['débilité', 'a', 'plus', 'fin', 'type', 'dangereux', 'français', 'crois', 'futur', 'pays']
Tweet ID: 575 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['viens', 'niquer', 'soirée']
Tweet ID: 576 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', '4', '5', 'vrai', 'amis', 'reste', 'eau']
Tweet ID: 577 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'besoin', 'partir', 'loin', 'ici']
Tweet ID: 578 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'chauffeur', 'taxi', 'dit', 'pas', 'mykonos', 'voilà', 'consécration', 'tant', 'années', 'études', 'tv', 'êtr…']
Tweet ID: 579 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '9', 'mars', 'parle', 'rêves', 'gosses', 'dans…']
Tweet ID: 581 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['match', 'week-end', 'entre', '2', 'meilleures', 'attaques', 'championnat', 'pas', 'diffusé']
Tweet ID: 582 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'vu', 'battle', 'pingouins', 'avant', 'jour']
Tweet ID: 583 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sais', 'faire', 'parler', 'plutôt', 'touchant']
Tweet ID: 585 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['huile', 'genre', 'tout', 'petit', 'peu']
Tweet ID: 586 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['quand', 'sdb', 'réfléchis', 'tjrs', 'sens', 'vie', 'genre', 'jui', 'posée', 'terre', 'puis', 'pense']
Tweet ID: 587 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['viens', 'apprendre', 'louise', 'rennison', 'morte', 'partie', 'adolescence', 'morte', 'aussi', 'là', 'envie', 'relire', 'georgia', 'nicolson']
Tweet ID: 589 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ne', 'fais', 'pas', 'belle', 'promesse', 'ne', 'dit', 'pas', 'aimes', 'vie', 'entière', 'juste', 'là', 'prouve', 'a…']
Tweet ID: 590 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'amatrice', 'embroche', 'fouffe', 'queue', 'copain']
Tweet ID: 591 | Score: 1.15 | Label: positif | Mots Sentiment: 2 | Tokens: ['ah', 'ouais', 'trop', 'marrant', 'imaginerai', 'bien', 'tête', 'matthieu']
Tweet ID: 593 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'si', 'courage', 'pouvez', 'passer', 'réputation']
Tweet ID: 594 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['toute', 'façon', 'cube', 'crois', 'fume', 'drogue', 'avant', 'prendre', 'décisions', 'vu', 'dernières', 'a', 'prise', 'voilà', 'quoi']
Tweet ID: 595 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'reconnaître', 'physiquement', 'très', 'belle', 'nature', 'rien', 'plus', 'dire']
Tweet ID: 596 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['découvrez', 'entraînement', 'ultra', 'sensuel', 'jen', 'selter', 'via']
Tweet ID: 597 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['feu', 'genre', 'peux', 'poser', 'auprès', 'importes', 'quelles', 'filles', 'sans', 'seule', 'ne', 'emmerde']
Tweet ID: 598 | Score: 0.10 | Label: neutre | Mots Sentiment: 3 | Tokens: ['RT', 'ca', 'genre', 'truc', 'dis', 'ok', 'vais', 'pas', 'prendre', 'risque']
Tweet ID: 599 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'tranquillement', 'installé', 'devant', 'tv', 'tt', 'suite', 'copine', 'commandes', '…']
Tweet ID: 600 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oublié', 'pas', 'danse', 'clair', 'lune']
Tweet ID: 601 | Score: -0.70 | Label: négatif | Mots Sentiment: 1 | Tokens: ['fiche', 'ça', 'franchement', 'a', 'rien', 'plus', 'important', 'joie', 'vivre']
Tweet ID: 602 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vivement', 'puisse', 'sortir', 'tee-shirt', 'matin', 'voir', 'soleil', 'coucher', '22h', 'putins', 'potes', 'mer…']
Tweet ID: 603 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'start-up', 'cannabis', 'lèvent', '200', 'millions', 'dollars', '&', 'gt', '&', 'gt']
Tweet ID: 605 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ya', 'gars', 'papa', 'dit', 'sort', 'maison', 'dit', 'chez', 'papa', 'va', 'chez', 'papa', 'aussi']
Tweet ID: 606 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vie', 'a', 'gens', 'dis', 'jamais', 'passerai', 'final', 'lâché', 'aussi', 'vite', 'voiture', 'course', 'e…']
Tweet ID: 607 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'turquie', 'journaliste', 'can', 'dündar', 'veut', 'faire', 'procès', 'celui', 'crimes', 'l’etat']
Tweet ID: 608 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'sites', 'streaming', 'abusé', 'bouges', 'a', 'peine', 'souris', 'ya', '30', 'fenêtre', 'pub', 'ki', 'ouvrent', 'demandant', 'si', 'vx', 'rencontre…']
Tweet ID: 610 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'zlatan', 'ibrahimovic', 'thiago', 'silva', 'présélectionnés', 'trophée', 'meilleur', 'joueur', 'l1', 'février']
Tweet ID: 612 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mdrr', 'père', 'a', 'pris', 'téléphone', 'a', 'envoyé', 'jtm', 'bb', 'toutes', 'meufs', 'répertoire', 'a', '55', 'ans', 'i', 'cherche…']
Tweet ID: 613 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mal', 'œil', 'droit', 'sens', 'légèrement', 'fatigué', 'jvais', 'voir', 'doctissimo', 'ah', 'bah', 'voila', 'rest…']
Tweet ID: 614 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'trahi', 'joue', 'sécurité', 'entre', 'patriote', 'doit', 'respect', 'solidarité', 'pas', 'bagarre…']
Tweet ID: 615 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'fait', 'peu', 'connu', 'sait', 'rendre', 'discret', 'lors', 'situations', 'tendues', 'peut', 'ainsi', 'échapper', 'tranq…']
Tweet ID: 616 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jeune', 'réfugié', 'syrien', 'bouée', 'avant', 'tenter', 'traversée', 'mer', 'egée', 'photo']
Tweet ID: 617 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['chaque', 'épisode', 'série', 'black', 'mirror', 'a', 'vraiment', 'perturbée']
Tweet ID: 618 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['brigitte', 'jain', 'mr', 'oizo', '…', 'suite', 'programmation', 'terres', '2016', 'via']
Tweet ID: 619 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', 'parfois', 'impression', 'sortie', 'épisode', 'viii', 'ne', 'approche', 'pas', 'tout']
Tweet ID: 620 | Score: 0.70 | Label: positif | Mots Sentiment: 1 | Tokens: ['dis', 'faisable', 'ouf']
Tweet ID: 621 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'plat', 'pied', 'pep', 'rendre', 'ballon', 'bernât', 'plein', 'classe', 'mocassins']
Tweet ID: 622 | Score: -0.28 | Label: négatif | Mots Sentiment: 1 | Tokens: ['rated', 'r', 'pas', 'interdis', 'moins', '18', 'lol', 'sais', 'a', 'plein', 'films', 'jeune', 'etc', 'comme', 'cruel', 'intention', 'rated', 'r', 'aussi']
Tweet ID: 623 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['idole', 'a', 'signé', 'ballon', 'content', 'gagner']
Tweet ID: 624 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['détermination', 'hui', 'rester', 'bosser', 'iut', '20h', 'journée', '8h', 'cours']
Tweet ID: 625 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['après', 'a', 'pas', 'chiffres', 'vod', 'semble', 'house', 'of', 'cards', 'a', 'immense', 'échec', 'audience', 'netflix', '0', 'tlsp']
Tweet ID: 626 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['bon', 'réduction', '10€', 'valable', 'toute', 'addition', 'minimum', '20€', 'chez', 'flunch', '0', '80€', 'chez', 'groupon', 'via']
Tweet ID: 627 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['après', 'ange', 'briere', 'chambre', 'métiers', 'marcel', 'denieul', 'chambre', 'agriculture', 'poursuit']
Tweet ID: 628 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'viens', 'voir', 'fiançailles', 'mec', 'fb', 'alors', 'a', 'deux', 'semaines', 'dm']
Tweet ID: 629 | Score: 0.40 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'toute', 'vie', 'entends', 'vas', 'manquer', 'maître', 'gims', 'comment', 'voulez', 'ça', 'aille', 'mdr']
Tweet ID: 630 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'possible', 'nombre', 'salauds', 'violeurs', 'grimpe', 'flèche', 'depuis', 'quelques', 'décennies']
Tweet ID: 631 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['obliger', 'inscrire', 'faire', 'ticket', 'bug', 'sans', 'pull', 'request', 'intérêt']
Tweet ID: 632 | Score: 0.40 | Label: positif | Mots Sentiment: 4 | Tokens: ['RT', 'ptdr', 'zinzins', 'espace', 'musique', 'grave', 'chelou', '30']
Tweet ID: 633 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '10', 'jours', 'exceptionnels', 'venir', 'championnats', 'monde', 'biathlon', 'rdv', 'demain', 'dès', '13h20']
Tweet ID: 635 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'robe', 'collection', 'ariana', 'marque', 'lipsy', 'london', '45£', '58€', 'dispo', 'ici', 'http…']
Tweet ID: 636 | Score: 0.90 | Label: positif | Mots Sentiment: 1 | Tokens: ['mdrrr', 'mai', 'ki', 'srx', 'a', 'detester', 'arabes', 'alrs', 'kils', 'rien', 'fait', 'fils', 'pute']
Tweet ID: 637 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['salariés', 'couple', 'crise']
Tweet ID: 638 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'g', 'mis', 'tunisie', 'pr', 'tunisie', 'maroc', 'psk', 'frequente', 'trop', 'tounsi', 'sens', 'tunisienne']
Tweet ID: 639 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['fait', 'tourner', 'b', 'man', 'laisse', 'tirer', 'morceau', 'salade']
Tweet ID: 640 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['jviens', 'regarder', 'vidéo', 'lapin', 'mange', 'fraises', 'giga', 'mignon']
Tweet ID: 641 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'anciens', '-', '-', '-', 'ancien', 'revient', 'blessure', 'côté', 'ht…']
Tweet ID: 642 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'retweeterai', 'ça', 'million', 'fois', 'si', 'pouvais']
Tweet ID: 643 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['bienvenue', 'bonne', 'soirée', 'plaisir', 'lire']
Tweet ID: 644 | Score: 0.75 | Label: positif | Mots Sentiment: 1 | Tokens: ['sinon', 'point', 'positif', 'viens', 'trouver', '&', 'amp', 'ms', 'placard']
Tweet ID: 645 | Score: -0.50 | Label: négatif | Mots Sentiment: 1 | Tokens: ['déjà', 'pas', 'mal', 'aimerai', 'bien', 'essayer', 'festival', 'hardstyle', 'fais', 'uniquement', 'tomorrowland', 'p']
Tweet ID: 646 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'cas', 'pratique', '-', 'comment', 'bien', 'préparer', 'campagne']
Tweet ID: 647 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tits', 'bonheurs', 'nonos', 'vie', 'faire', 'arrêt', 'chez', 'hier', 'acheter', 'tome', '1', 'bébé', 'conjoint', 'liesse']
Tweet ID: 648 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['4', 'moyenne', 'maths', 'année', 'dernière']
