Tweet ID: 1 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['allez', 'emmène', 'resto', 'zappé', 'telho', 'reste', 'tranquille', 'tn', 'clavier']
Tweet ID: 525 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['team', 'procrastiné', 'révisions', 'possible', 'dois', 'tout', 'apprendre', 'soir', 'pck', 'demain', 'bac', 'blanc', 'oui', 'aime']
Tweet ID: 526 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quand', 'élite', 'communicants', 'juge', 'fiasco', 'hollande', 'périscope']
Tweet ID: 527 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['blog', 'roi', 'eco', 'l’hommage', 'daniel', 'bougnoux']
Tweet ID: 528 | Score: 1.20 | Label: positif | Mots Sentiment: 4 | Tokens: ['RT', 'aimé', 'voir', 'sourire', 'moins', 'fois', 'pouvoir', 'dire', 'terre', 'entière', 'comme', 'genre', 'sourire', 'qu…']
Tweet ID: 529 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'suivez', 'soir', '1', '8ème', 'finale', 'retour', 'eurocup', 'face', 'gran', 'canaria', 'direct']
Tweet ID: 530 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'dimanche', 'soir', 'moment', 'où', 'regrettes', 'pas', 'avoir', 'assez', 'profiter', 'weekend', 'jvous', 'jure']
Tweet ID: 531 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['prof', 'tellement', 'lent', 'encore', 'passé', 'transparents', 'lieu', 'parler', 'diapos']
Tweet ID: 532 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['deux', 'ans', 'après', 'avoir', 'brûlée', 'retire', 'masque', '-', 'tribunal', 'net']
Tweet ID: 533 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quoi', 'expression', 'utilises', 'plus', 'moment']
Tweet ID: 534 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ca', 'fait', '2', 'ans', 'nique', 'game', 'oses', 'demander', 'comment', 'appelle']
Tweet ID: 535 | Score: 0.70 | Label: positif | Mots Sentiment: 1 | Tokens: ['oui', 'adore', 'neige', '&', 'lt', '3']
Tweet ID: 536 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'manière', 'dont', 'personne', 'habillée', 'ne', 'donne', 'pas', 'droit', 'outrepasser', 'droits', 'porter', 'atteinte', 'd…']
Tweet ID: 537 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'petit', '5', 'ans', 'fait', 'violer', 'pédophile', 'faute', 'aussi', 'psq', 'trop', 'sexy', 'petit', 'short']
Tweet ID: 538 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['story', 'tout', 'monde', 'ça', 'parle', 'neige', 'paris']
Tweet ID: 539 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['booba', 'a', 'bouleversé', 'climat']
Tweet ID: 540 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'oui', 'lance', 'hashtag', 'nombreux', 'mobiliser']
Tweet ID: 541 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'entretien', 'ac', 'commissaire', 'pr', 'avancer', 'positions', 'françaises', 'avt', 'conseil', '14', 'mars']
Tweet ID: 542 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'guettez', 'logo', 'coca', 'cola', 'fait', 'cote', 'blanc', 'crache', 'noir']
Tweet ID: 543 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'demain', 'sonne', 'départ', 'désormais']
Tweet ID: 545 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'gardé', 'côté', 'allez', 'kits', 'giboulées', 'mars', 'tout', 'monde']
Tweet ID: 546 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['thon', 'feu']
Tweet ID: 547 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'poserais', 'jour', 'rtt', 'lendemain', 'remettre']
Tweet ID: 548 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'booba', 'a', 'juste', 'dit', 'vivement', 'pourvu', 'neige', 'a', 'déréglé', 'climat']
Tweet ID: 549 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'coran', 'a', 'sortie', 'lycee', 'jai', 'pousser', 'meuf', 'sans', 'mexcuser', 'ajouter', 'fb', 'dis', 'depuis', 'pousser', 'j…']
Tweet ID: 550 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '9', 'cassez', 'couilles', 'histoire', '2000', 'surtout', 'plupart', 'gens', 'parle', '2000', 'ne', '31', '1…']
Tweet ID: 551 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'hui', 'sinistré', '9', '25', 'journalistes', 'site', 'gagnent', 'moins', '1700', 'euros', 'merci', 'directoire', 'https', '…']
Tweet ID: 552 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pop', 'in', 'risoul', 'focus', 'challenge', 'féminin']
Tweet ID: 553 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['est-ce', 'gouvernement', 'mafia', 'déguisé', 'fait', 'volé', 'grand', 'jour']
Tweet ID: 554 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quand', 'fracasses', 'surf', 'pas', 'physique']
Tweet ID: 555 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['algérie', 'général-major', 'menad', 'nouba', 'entame', 'visite', 'travail', 'turquie', 'le…']
Tweet ID: 556 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['lâche', '4400', 'points', 'après', 'annonce', 'département', 'énergie', 'américain', 'stocks', 'pétrole', 'forte', 'hausse']
Tweet ID: 557 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ne', 'comprends', 'francais', 'dsl']
Tweet ID: 558 | Score: 0.91 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'faut', 'vraiment', 'arrête', 'supporter', 'pas', 'foutu', 'écrire', 'correctement', 'français', 'ras', 'bol', 'vo…']
Tweet ID: 559 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jour', 'où', 'tout', 'basculer']
Tweet ID: 560 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['attendez', 'déluge', '6h', 'réparation', 'blague', 'relation', 'client', 'faites', 'quoi']
Tweet ID: 561 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['batna', 'installation', 'd’un', 'comité', 'pilotage', 'convention', 'entre', 'cac', 'chu', 'des…']
Tweet ID: 563 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'bien', 'neige', 'tombe', 'tôt', 'paris', 'ça', 'laisse', 'temps', 'tf1', 'france', '2', 'préparer', 'sujet', '20', 'minutes', '…']
Tweet ID: 564 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'sait', 'faut', 'méfier', 'tout', 'monde', 'vraiment']
Tweet ID: 565 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vente', 'enchères', 'reprogrammée', '22', 'mars', 'merci']
Tweet ID: 566 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['temps', 'fait', 'importe', 'quoi', 'maintenant', 'a', 'plus', 'saison']
Tweet ID: 567 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['installation', 'd’un', 'comité', 'pilotage', 'convention', 'entre', 'cac', 'chu', 'batna', 'des…']
Tweet ID: 568 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vie', 'brusquée', 'temps']
Tweet ID: 569 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'résultats', 'cette', 'étude', 'viol', 'font', 'froid', 'dos']
Tweet ID: 570 | Score: -0.40 | Label: négatif | Mots Sentiment: 2 | Tokens: ['film', 'nul', 'dispositif', 'envoie', 'lourd']
Tweet ID: 571 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['urine', 'devant', 'directrice', 'd’une', 'maison', 'repos', 'd’antoing', 'où', 'vit', 'maman', 'j’étais', 'saoul']
Tweet ID: 572 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['plus', 'qu’une', 'semaine', 'inscrire', 'déjeuner-conférence', 'calin', 'rovinescu', '10', 'mars']
Tweet ID: 573 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'selon', 'sexta', 'neymar', 'discuterait', 'toujours', 'psg']
Tweet ID: 574 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['neige', 'france', 'comment', 'vivez']
Tweet ID: 576 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mieux', 'biblio-bus', 'cheval', 'bibliothèque', 'via']
Tweet ID: 577 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vois', 'toulemonde', 'dit', 'cc']
Tweet ID: 578 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['gars', 'oubliez', 'pas', 'toujours', 'soleil']
Tweet ID: 580 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tous', 'monde', 'filmer', 'neige', 'snap']
Tweet ID: 581 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'arrêtez', 'croir', 'vs', 'bonhommes', 'gérer', '10', 'go', 'jours', 'vrais', 'bonhomme', 'celui', 'arrive', 'a', 'garder', 'femm…']
Tweet ID: 582 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'arabes', 'leurs', 'mariages', 'c’est', 'délire', 'louent', 'audi', 'lambo', 'fusées', 'jet', 'packs', 'finir', '8eme', 'eta…']
Tweet ID: 583 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ca', 'parle', 'jeanne', 'dos']
Tweet ID: 584 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['finis', 'neige', 'soleil', 'revient']
Tweet ID: 585 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'merci', 'cette', 'interview', 'unique', 'ne', 'pas', 'manquer', '27', 'mai']
Tweet ID: 586 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'booba', 'a', 'juste', 'dit', 'vivement', 'pourvu', 'neige', 'a', 'déréglé', 'climat']
Tweet ID: 587 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['dirais', 'violeur', 'mec']
Tweet ID: 588 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['arrivée', 'temps', 'ask', 'jérémy', 'lucie', 'plus', 'attendre', 'vingtaine', 'minutes', '&', 'lt', '3']
Tweet ID: 589 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['forfait', 'red', '500', 'mo', '5', 'euros', '1', 'centime', 'abonnés', 'fibre', 'après', 'forfait', 'ill']
Tweet ID: 590 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['urine', 'devant', 'directrice', 'd’une', 'maison', 'repos', 'd’antoing', 'où', 'vit', 'maman', 'j’étais', 'saoul', 've', 'tournai']
Tweet ID: 591 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['simple', 'fait', 'zz', 'fasse', 'autant', 'travail', 'musculaire', 'montre', 'bien', 'pas', '1', 'entraîneur', 'français']
Tweet ID: 592 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'dimitri', 'payet', 'west', 'ham', 'petit', 'saint-étienne', 'stade', 'supporters', 'dingues', 'équipe']
Tweet ID: 593 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['gamefly', 'apporte', 'jeu', 'streaming', 'tv', 'lg', 'sous', 'webos']
Tweet ID: 594 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '63', '%', 'français', 'considèrent', 'plus', 'difficile', 'hommes', 'femmes', 'maîtriser', 'désir', 'sexuel']
Tweet ID: 595 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'video', '-', 'mario', 'vargas', 'llosa', 'donald', 'trump', 'clown', 'démagogique', 'raciste']
Tweet ID: 596 | Score: -0.50 | Label: négatif | Mots Sentiment: 3 | Tokens: ['RT', 'a', 'tornade', 'chez', 'nuda', 'fini', 'tramway', 'perdu', 'bras', 'route', 'l’hôpital', 'RT', 'chaque', 'goûte…']
Tweet ID: 597 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['docteur', 'plumette', 'vérité', 'truc', 'bizarre']
Tweet ID: 598 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'personne', 'apprendre', 'respecter', 'corps', 'femmes', 'droit', 'refuser', 'ms', 'ça', 'vient', 'parler', 'vêtemen…']
Tweet ID: 599 | Score: 0.40 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'punaise', 'faîtes', 'exprès', 'fin', 'pas', 'coupe', 'decale', 'wtf', 'pouvez', 'pas', 'google', 'https', '…']
Tweet ID: 600 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ui', 'bah', 'ça', 'passe', 'juste', 'jui', 'ultra', 'stressé', 'nature', 'coup', 'vachement', 'crispé', '+', 'volant']
Tweet ID: 601 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['dis', 'contrôle', 'temps']
Tweet ID: 603 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'livre', 'jongle']
Tweet ID: 604 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'quand', 'tout', 'monde', 'ts', 'crie', 'oh', 'putain', 'neige', 'là', 'solitude']
Tweet ID: 605 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['homme', 'vie', 'train']
Tweet ID: 606 | Score: -0.90 | Label: négatif | Mots Sentiment: 3 | Tokens: ['RT', 'genre', 'pote', 'ne', 'envoie', 'pas', 'messages', 'chaque', 'jour', 'là', 'si', 'jour', 'arrive', 'pire', '…']
Tweet ID: 607 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['b2s', 'décidé', 'annuler', 'festival', 'knock-out', 'car', 'pas', 'assez', 'tickets', 'vendu', 'pouvoir', 'assurer', 'show']
Tweet ID: 608 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['code']
Tweet ID: 609 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '8', 'ceux', 'pensent', 'palestine', 'seul', 'pb', 'monde', 'alrs', 'là', 'grosse', 'flm', 'bois', 'ça', 'sors', 'palestine', 'a…']
Tweet ID: 611 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'fais', 'faux', 'malaise', 'ptdr', 'pompier', 'venu', 'tout', 'jvois', 'mère', 'rentre', 'camion', 'mdit', 'sais', 't…']
Tweet ID: 612 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pourquoi', 'neige', 'paris', 'quand', 'jsuis', 'sud']
Tweet ID: 613 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'breaking', 'news', 'cette', 'averse', 'neige', 'duré', 'aussi', 'longtemps', 'pokémon', 'direct']
Tweet ID: 614 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'bonjour', 'cette', 'personne', 'a', 'disparu', 'dimanche', 'pensez', 'proches', 'merci', 'plus', 'possible', 'plaît']
Tweet ID: 615 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['enfant', 'abîmée', 'sais', 'pas', 'enlève', 'plutôt', 'b', 'ressemble', 'plus']
Tweet ID: 616 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['manipulation', 'ça', 'rentre', 'pas', 'cadre', 'pn', 'risque']
Tweet ID: 618 | Score: 0.80 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'top', '5', 'choses', 'manquent', 'plus', 'ol', 'lisandro', '1er', 'devant', 'lisandro', 'lisandro', 'lisandro', 'lisa…']
Tweet ID: 619 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'physique', 'attire', 'personnalité', 'fait', 'rester']
Tweet ID: 620 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'physique', 'attire', 'personnalité', 'fait', 'rester']
Tweet ID: 621 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['calvaire', 'nounours', 'n’est', 'pas', 'termine', '-', 'clicanimaux', 'via']
Tweet ID: 622 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['auxerrexpo', 'cfe', 'organisent', '6', 'ème', 'salon', 'vins', 'france', '11', '13', 'mars', '2016', 'via']
Tweet ID: 623 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['canton', 'genève', 'porte', 'plainte', 'contre', 'centrale', 'nucléaire']
Tweet ID: 624 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vrai', 'juste', 'nom', 'match', 'pas', 'faits', 'promis']
Tweet ID: 625 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'nicolas', 'sarkozy', 'salon', 'depuis', '7h30', 'matin', 'hall', '1', 'interfel', 'hall2']
Tweet ID: 626 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'jayn', 'gael', 'wesh', 'soldats', 'ombre', 'déjà', 'déréglé', 'réseau', 'veut', 'finale', 'après', '3', 'vs', '3']
Tweet ID: 627 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['effet', 'passé', '16h16', 'pouvez', 'faire', 'réclamation', 'signaler', 'si', 'souhaitez']
Tweet ID: 628 | Score: -0.70 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'jsui', 'mort', 'taleur', 'vigile', 'pistait', 'gars', 'regarder', 'comment', 'espionnai', 'a', 'travers', 'rayons']
Tweet ID: 629 | Score: 1.18 | Label: positif | Mots Sentiment: 2 | Tokens: ['gros', 'trop', 'drôle', 'mdr']
Tweet ID: 630 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'neige', 'chez', 'tt', 'monde', 'pas', 'chez', 'moa']
Tweet ID: 631 | Score: 0.60 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'follow', '+', 'RT', 'tenter', 'gagner', 'nouveau', 'places', 'cinéma', 'bonne', 'chance', 'https', '…']
Tweet ID: 632 | Score: 0.40 | Label: positif | Mots Sentiment: 2 | Tokens: ['a', 'quebec', 'bordel', 'pas', 'pire', 'p']
Tweet ID: 633 | Score: 0.25 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'sais', 'pas', 'plus', 'drôle', 'entre', 'chute', 'génial', 'mec']
Tweet ID: 634 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'nouvelle', 'source', 'twitter', 'paul', 'wesley', 'the', 'vampire', 'diaries', 'petit', 'RT', 'lancer', 'compte', 'https', '…']
Tweet ID: 635 | Score: 0.80 | Label: positif | Mots Sentiment: 1 | Tokens: ['jvis', 'nord', 'neige', 'pas', 'quoi', 'cette', 'arnaque']
Tweet ID: 637 | Score: 1.00 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'reste', 'toujours', 'extrêmement', 'fidèle', 'amis']
Tweet ID: 638 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bts', 'tuuuent', 'dire', 'film', 'année', 'prochaine']
Tweet ID: 639 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'certains', 'rêvent', 'machine', 'remonter', 'temps', 'faut', 'savoir', 'arrêter', 'méditer', 'prier', 'sages', 'décisions', 'fonc…']
Tweet ID: 640 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pars', 'principe', 'si', 'avoue', 'sentiments', 'va', 'rejeter', 'parce', 'juste', 'truc', 'plus', 'probable']
Tweet ID: 641 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'sœur', 'a', 'reçu', 'ça', 'métro', 'mdrrrrrrrrrrrr', 'yen', 'a', 'marre', 'noirs']
Tweet ID: 642 | Score: 0.70 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'empêche', 'merci', 'tous', 'autres', 'concert', 'ouf']
Tweet ID: 643 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pas', 'compris', 'dernier', 'album', 'jorrdee', 'vraiment', 'édition', 'digitale', 'limitée…']
Tweet ID: 644 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jours', 'où', 'fille', 'entourage', 'va', 'faire', 'violer', 'verra', 'si', 'cautionnez', 'toujours']
Tweet ID: 645 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'ne', 'neige', 'plus', 'bon', 'tout', 'monde', 'retourne', 'retours', 'clients', 'fin', 'récré']
Tweet ID: 646 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['joignez-vous', 'séance', 'clavardage', 'santé', 'numérique', '8', 'mars', 'midi']
Tweet ID: 647 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['fait', 'qcm', 'ds', 'maths']
Tweet ID: 648 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ça', 'change', 'accueil', 'réservé', 'président', 'moins', 'message', 'clair']
Tweet ID: 649 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['lance', 'campagne', 'mobilisation', 'contre', 'rdv', '9', 'mars', 'a']
Tweet ID: 650 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pète', 'jme', 'gray']
Tweet ID: 651 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tiens', 'plutôt', 'pas', 'mal', 'aussi', 'dit', 'donc']
Tweet ID: 652 | Score: -0.50 | Label: négatif | Mots Sentiment: 1 | Tokens: ['ne', 'crois', 'pas', 'si', 'bien', 'dire', 'tsunami', 'approche']
Tweet ID: 653 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'selon', 'sexta', 'neymar', 'discuterait', 'toujours', 'psg']
Tweet ID: 654 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['surtout', 'roux', 'ah', 'oe']
Tweet ID: 655 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'importe', 'donnée', 'pas', 'grande', 'http…']
Tweet ID: 656 | Score: 1.55 | Label: positif | Mots Sentiment: 2 | Tokens: ['meilleur', 'aime', '…']
Tweet ID: 658 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'concours', '-', '2', 'places', 'pelouse', 'concert', 'stade', 'france', 'RT', 'commente', 'tweet', 'https', '…']
Tweet ID: 659 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['déjà', 'père', 'appelle', 'kévin', 'donc', 'bon']
Tweet ID: 660 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tout', 'monde', 'excite', 'parce', 'neige', 'détendez', 'hein']
Tweet ID: 661 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'supprime', 'plan', 'action', 'gouvernemental', 'solidarité', 'inclusion', 'sociale', 'pagsis', 'économies', 'dos', 'de…']
Tweet ID: 662 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vais', 'pas', 'tenir', 'sens', 'déjà']
Tweet ID: 664 | Score: 1.00 | Label: positif | Mots Sentiment: 2 | Tokens: ['bon', 'déjà', 'mardi', 'mercredi', 'comme', 'repos', 'contre', 'sais', 'pas', 'vais', 'faire', 'carnaval', 'cette', 'année']
Tweet ID: 665 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['termine', 'merci', 'avoir', 'suivi']
Tweet ID: 667 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['détenu', 'filmé', 'periscope', 'pris', '6', 'mois', 'prison', 'supplémentaires']
Tweet ID: 668 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'clip', 'maintenant', 'disponible', 'integralite', 'exclusivite', '&', 'gt', '&', 'gt', '…']
Tweet ID: 669 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['si', 'dis', 'ça', 'blesse', 'grave', 'imagine', 'idk', 'merci']
Tweet ID: 670 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '1', 'français', '4', 'viol', 'excusable', 'si', 'fille', 'habillée', 'sexy']
Tweet ID: 671 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['preview', 'deux', 'scénaristes', 'deux', 'dessinateurs', 'tome', '2', 'ghost', 'sortira', '9', '03']
Tweet ID: 672 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'info', 'reste', 'quelques', 'jours', 'projet', 'anniversaire', 'anaïs', 'envoyé', 'montages', 'pour…']
Tweet ID: 673 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bref', 'attends', 'bus', 'arrive', 'toujours', 'retard']
Tweet ID: 674 | Score: -0.30 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'si', 'jamais', 'ça', 'peut', 'dépanner', 'certains', 'ne', 'connais', 'pas', 'site', 'contre']
Tweet ID: 675 | Score: 0.80 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'milliardaire', 'bill', 'koch', 'brade', 'incroyable', 'chalet', 'aspen']
Tweet ID: 676 | Score: 0.60 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'ingénieures', 'tenez', 'chance', 'concours', 'deadline', '25', '03']
Tweet ID: 677 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oui', 'ya', 'tout', 'sephora', 'va', 'grand', 'sephora', 'trouver', 'teinte', 'foncé', 'site']
Tweet ID: 678 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mendy', 'podium', 'crois', 'qualité', 'jeu', 'bonne']
Tweet ID: 679 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['-', 'réveil', 'force', 'visuel', 'édition']
Tweet ID: 681 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'seul', 'ceux', 'là', 'depuis', 'début', 'resteront', 'fin']
Tweet ID: 682 | Score: 0.65 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'soleil', 'vent', 'pluie', 'grêle', 'neige', 'soleil', 'pluie', 'grisaille', 'seule', 'heure', 'havre', 'aime']
Tweet ID: 683 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['boîte', 'easy-r', 'dacia', 'désormais', 'dci', '90']
